EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,ABSOLUTE_ROWNUMBER,,
5286757,ALACHUA CO.,(GNV)GAINESVILLE ARPT,03/12/2002,2113,Flood, , ,0,0,0,0,FL,EST, ,1131841,C,1,JAX,0,0,AMATEUR RADIO, , , ,5,SE,5,SE,(GNV)GAINESVILLE ARPT, , , , ,35,,
5285876,SANTA ROSA CO.,MILTON,03/26/2002,1030,Thunderstorm Wind,50, ,0,0,10000,0,FL,CST,E,1132058,C,113,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,MILTON,30.63,-87.03,30.63,-87.03,36,,
5281101,CITRUS CO.,FLORAL CITY,03/26/2002,1445,Thunderstorm Wind, , ,0,0,0,250,FL,EST, ,1131185,C,17,TBW,0,0,TRAINED SPOTTER, , , ,3,N,3,N,FLORAL CITY, , , , ,37,,
5286761,FLAGLER CO.,BUNNELL,03/26/2002,1805,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,1131845,C,35,JAX,0,0,EMERGENCY MANAGER, , , ,5,N,5,N,BUNNELL, , , , ,38,,
5289380,BREVARD CO.,PALM BAY,03/26/2002,2055,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1133122,C,9,MLB,0,0,GENERAL PUBLIC, , , , , , , ,PALM BAY,28.03,-80.58,28.03,-80.58,39,,
5281102,HILLSBOROUGH CO.,TAMPA,03/28/2002,1415,Funnel Cloud, , ,0,0,7000,0,FL,EST, ,1131186,C,57,TBW,0,0,LAW ENFORCEMENT, , , ,5,NW,5,NW,TAMPA, , , , ,40,,
5290381,COLUMBIA CO.,LAKE CITY,03/31/2002,2125,Thunderstorm Wind, , ,0,0,100,0,FL,EST, ,1132769,C,23,JAX,0,0,LAW ENFORCEMENT, , , ,2,W,2,W,LAKE CITY,30.18,-82.67,30.18,-82.67,41,,
5290389,UNION CO.,LAKE BUTLER,04/02/2002,1815,Thunderstorm Wind, , ,0,0,100,0,FL,EST, ,1132777,C,125,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,LAKE BUTLER,30.02,-82.33,30.02,-82.33,42,,
5284417,POLK CO.,LAKELAND MUNI ARPT,04/03/2002,1215,Thunderstorm Wind,50, ,0,1,12000,0,FL,EST,M,1132376,C,105,TBW,0,0,OFFICIAL NWS OBS., , , , , , , ,LAKELAND MUNI ARPT,27.98,-82.02,27.98,-82.02,43,,
5285321,POLK CO.,FT MEADE,04/03/2002,1220,Thunderstorm Wind, , ,0,0,4000,0,FL,EST, ,1132376,C,105,TBW,0,0,NEWSPAPER, , , , , , , ,FT MEADE,27.75,-81.8,27.75,-81.8,44,,
5284419,HARDEE CO.,ZOLFO SPGS,04/03/2002,1232,Tornado, ,F0,0,0,0,4000,FL,EST, ,1132376,C,49,TBW,0,0,LAW ENFORCEMENT, ,0.5,33,2,S,2,SE,ZOLFO SPGS,27.47,-81.78,27.48,-814.08,45,,
5285320,HARDEE CO.,ZOLFO SPGS,04/03/2002,1237,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1132376,C,49,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,ZOLFO SPGS,27.5,-81.78,27.5,-81.78,46,,
5285323,HIGHLANDS CO.,AVON PARK,04/03/2002,1255,Thunderstorm Wind, , ,0,0,15000,0,FL,EST, ,1132376,C,55,TBW,0,0,NEWSPAPER, , , , , , , ,SEBRING,27.6,-81.52,27.5,-81.45,47,,
5289383,OKEECHOBEE CO.,OKEECHOBEE,04/03/2002,1500,Thunderstorm Wind,80, ,0,0,5000,0,FL,EST,E,1133124,C,93,MLB,0,0,EMERGENCY MANAGER, , , ,2,N,2,N,OKEECHOBEE,27.28,-80.83,27.28,-80.83,48,,
5290403,ALACHUA CO.,ALACHUA,04/16/2002,1655,Flood, , ,0,0,0,0,FL,EST, ,1132791,C,1,JAX,0,0,METEOROLOGIST(NON NWS), , , ,2,S,2,S,ALACHUA, , , , ,49,,
5285325,HILLSBOROUGH CO.,BRANDON,04/17/2002,1915,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1132377,C,57,TBW,0,0,GENERAL PUBLIC, , , , , , , ,BRANDON,27.93,-82.28,27.93,-82.28,50,,
5285326,HILLSBOROUGH CO.,BRANDON,04/17/2002,1915,Heavy Rain,4.5, ,0,0,0,0,FL,EST, ,1132377,C,57,TBW,0,0,GENERAL PUBLIC, , , , , , , ,BRANDON, , , , ,51,,
5290447,COLUMBIA CO.,LAKE CITY,04/17/2002,2100,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1132792,C,23,JAX,0,0,NEWSPAPER, , , ,5,SW,5,SW,LAKE CITY,30.13,-82.7,30.13,-82.7,52,,
5289388,ORANGE CO.,ORLANDO,04/26/2002,1925,Thunderstorm Wind,50, ,0,1,5000,0,FL,EST,E,1133126,C,95,MLB,0,0,BROADCAST MEDIA, , , , , , , ,ORLANDO,28.55,-81.37,28.55,-81.37,53,,
5293572,BAY CO.,YOUNGSTOWN,04/29/2002,1830,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1133713,C,5,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,YOUNGSTOWN,30.37,-85.43,30.37,-85.43,54,,
5289503,ORANGE CO.,ORLANDO,04/30/2002,1600,Thunderstorm Wind,70, ,0,0,100000,0,FL,EST,E,1133127,C,95,MLB,0,0,NWS STORM SURVEY, , , ,2,E,2,E,ORLANDO,28.55,-81.33,28.55,-81.33,55,,
5288807,ST. LUCIE CO.,FT PIERCE,05/14/2002,1600,Tornado, ,F0,0,0,20000,0,FL,EST, ,1133308,C,111,MLB,0,0,NWS STORM SURVEY, ,0.1,20,7,W,7,W,FT PIERCE,27.45,-80.45,27.45,-80.45,56,,
5291545,HILLSBOROUGH CO.,TAMPA,05/16/2002,1745,Flood,3.15, ,0,0,0,0,FL,EST, ,1134481,C,57,TBW,0,0,TRAINED SPOTTER, , , ,6,NW,6,NW,TAMPA, , , , ,57,,
5290565,DUVAL CO.,JACKSONVILLE,05/17/2002,1700,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1132962,C,31,JAX,0,0,OTHER FEDERAL AGENCY, , , ,10,N,10,N,JACKSONVILLE, , , , ,58,,
5290566,NASSAU CO.,BOULOGNE,05/17/2002,1700,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,1132963,C,89,JAX,0,0,UTILITY COMPANY, , , , , , , ,BOULOGNE, , , , ,59,,
5291443,POLK CO.,HAINES CITY,05/17/2002,1845,Tornado, ,F0,0,0,20000,0,FL,EST, ,1134476,C,105,TBW,0,0,GENERAL PUBLIC, ,0.5,33,7,E,7,E,HAINES CITY,28.12,-81.5,28.12,-81.5,60,,
5296376,MIAMI-DADE CO.,HIALEAH,05/30/2002,907,Tornado, ,F0,0,0,0,0,FL,EST, ,1134853,C,86,MFL,0,0,LAW ENFORCEMENT, ,0.1,10, , , , ,HIALEAH,25.85,-80.27,25.85,-80.27,61,,
5296377,MIAMI-DADE CO.,MIAMI LAKE,05/30/2002,928,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1134854,C,86,MFL,0,0,GENERAL PUBLIC, , , , , , , ,MIAMI LAKE, , , , ,62,,
5291532,HERNANDO CO.,SPRING HILL,05/30/2002,1345,Thunderstorm Wind,52, ,0,0,5000,0,FL,EST,E,1134479,C,53,TBW,0,0,BROADCAST MEDIA, , , , , , , ,SPRING HILL,28.55,-82.45,28.55,-82.45,63,,
5291533,HERNANDO CO.,SPRING HILL,05/30/2002,1411,Thunderstorm Wind, , ,0,0,3000,0,FL,EST, ,1134479,C,53,TBW,0,0,EMERGENCY MANAGER, , , , , , , ,SPRING HILL,28.55,-82.45,28.55,-82.45,64,,
5290646,BRADFORD CO.,LAWTEY,05/30/2002,1530,Thunderstorm Wind, , ,0,0,200,0,FL,EST, ,1132970,C,7,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,LAWTEY,30.05,-82.08,30.05,-82.08,65,,
5290571,GILCHRIST CO.,WILCOX,05/30/2002,1538,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1132968,C,41,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,WILCOX, , , , ,66,,
5290570,GILCHRIST CO.,WILCOX,05/30/2002,1544,Thunderstorm Wind, , ,0,0,500,0,FL,EST, ,1132967,C,41,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,WILCOX,29.62,-82.93,29.62,-82.93,67,,
5288809,MARTIN CO.,STUART,05/30/2002,1558,Thunderstorm Wind,50, ,0,0,0,0,FL,EST,E,1133309,C,85,MLB,0,0,GENERAL PUBLIC, , , ,10,W,10,W,STUART,27.2,-80.42,27.2,-80.42,68,,
5291539,HILLSBOROUGH CO.,BRANDON,05/30/2002,1615,Flood, , ,0,0,0,0,FL,EST, ,1134479,C,57,TBW,0,0,NEWSPAPER, , , , , , , ,BRANDON, , , , ,69,,
5290568,SUWANNEE CO.,BRANFORD,05/30/2002,1630,Thunderstorm Wind, , ,0,0,200,0,FL,EST, ,1132965,C,121,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,BRANFORD,29.97,-82.93,29.97,-82.93,70,,
5290569,COLUMBIA CO.,LAKE CITY,05/30/2002,1645,Thunderstorm Wind, , ,0,0,200,0,FL,EST, ,1132966,C,23,JAX,0,0,EMERGENCY MANAGER, , , ,5,S,5,S,LAKE CITY,30.12,-82.63,30.12,-82.63,71,,
5290648,HAMILTON CO.,JASPER,05/30/2002,1730,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1132972,C,47,JAX,0,0,LAW ENFORCEMENT, , , ,3,S,3,S,JASPER, , , , ,72,,
5294948,MADISON CO.,MADISON,05/30/2002,1735,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1135092,C,79,TAE,0,0,EMERGENCY MANAGER, , , ,5,SW,5,SW,MADISON,30.42,-83.47,30.42,-83.47,73,,
5290649,HAMILTON CO.,JASPER,05/30/2002,1750,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1132973,C,47,JAX,0,0,LAW ENFORCEMENT, , , ,3,S,3,S,JASPER,30.47,-82.95,30.47,-82.95,74,,
5288816,ORANGE CO.,ORLANDO,05/30/2002,1807,Thunderstorm Wind,50, ,0,0,0,0,FL,EST,E,1133309,C,95,MLB,0,0,GENERAL PUBLIC, , , , , , , ,ORLANDO,28.55,-81.37,28.55,-81.37,75,,
5288820,OSCEOLA CO.,KISSIMMEE,05/30/2002,1840,Flood, , ,0,0,0,0,FL,EST, ,1133309,C,97,MLB,0,0,TRAINED SPOTTER, , , , , , , ,KISSIMMEE, , , , ,76,,
5288821,OSCEOLA CO.,KISSIMMEE,05/30/2002,1915,Flash Flood, , ,0,0,100000,0,FL,EST, ,1133309,C,97,MLB,0,0,TRAINED SPOTTER, , , , , , , ,KISSIMMEE, , , , ,77,,
5288822,BREVARD CO.,MELBOURNE,05/31/2002,1010,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1133310,C,9,MLB,0,0,GENERAL PUBLIC, , , , , , , ,MELBOURNE, , , , ,78,,
5290664,ALACHUA CO.,WALDO,05/31/2002,1505,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1132988,C,1,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,WALDO,29.78,-82.17,29.78,-82.17,79,,
5290657,ALACHUA CO.,GAINESVILLE NORTH,05/31/2002,1520,Thunderstorm Wind, , ,0,0,200,0,FL,EST, ,1132981,C,1,JAX,0,0,EMERGENCY MANAGER, , , , , , , ,GAINESVILLE NORTH,29.67,-82.32,29.67,-82.32,80,,
5290663,ALACHUA CO.,WALDO,05/31/2002,1530,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1132987,C,1,JAX,0,0,TRAINED SPOTTER, , , ,2,NW,2,NW,WALDO, , , , ,81,,
5296449,MIAMI-DADE CO.,KENDALL,05/31/2002,1545,Funnel Cloud, , ,0,0,0,0,FL,EST, ,1134856,C,86,MFL,0,0,TRAINED SPOTTER, , , , , , , ,KENDALL, , , , ,82,,
5291541,PASCO CO.,DADE CITY,05/31/2002,1643,Thunderstorm Wind,50, ,0,0,10000,0,FL,EST,M,1134480,C,101,TBW,0,0,GENERAL PUBLIC, , , , , , , ,ZEPHYRHILLS,28.37,-82.18,28.23,-82.18,83,,
5294953,DIXIE CO.,HORSESHOE BEACH,05/31/2002,1700,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1135094,C,29,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,HORSESHOE BEACH,29.43,-83.3,29.43,-83.3,84,,
5291544,POLK CO.,LAKELAND,05/31/2002,1730,Thunderstorm Wind,52, ,0,0,30000,0,FL,EST,E,1134480,C,105,TBW,0,0,NWS STORM SURVEY, , , ,7,N,7,N,LAKELAND,28.13,-815.1,28.13,-815.1,85,,
5294954,TAYLOR CO.,CENTRAL PORTION,05/31/2002,1730,Thunderstorm Wind, , ,0,0,5000,0,FL,EST, ,1135094,C,123,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,CENTRAL PORTION,30.05,-83.58,30.05,-83.58,86,,
5296450,GLADES CO.,ORTONA,05/31/2002,1745,Thunderstorm Wind,70, ,0,0,50000,0,FL,EST,E,1134857,C,43,MFL,0,0,EMERGENCY MANAGER, , , , , , , ,ORTONA,26.82,-81.32,26.82,-81.32,87,,
5296452,GLADES CO.,MOORE HAVEN,05/31/2002,1755,Tornado, ,F0,0,0,25000,0,FL,EST, ,1134858,C,43,MFL,0,0,EMERGENCY MANAGER, ,0.5,15,7,N,7,N,MOORE HAVEN,26.93,-81.08,26.93,-81.08,88,,
5302802,ORANGE CO.,ORLANDO,06/01/2002,1725,Thunderstorm Wind,50, ,0,0,30000,0,FL,EST,E,1136809,C,95,MLB,0,0,FIRE DEPT/RESCUE SQUAD, , , , , , , ,ORLANDO,28.55,-81.37,28.55,-81.37,89,,
5300705,LEON CO.,SOUTHEAST PORTION,06/01/2002,1740,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1137144,C,73,TAE,0,0,TRAINED SPOTTER, , , , , , , ,SOUTHEAST PORTION,30.38,-84.17,30.38,-84.17,90,,
5302804,LAKE CO.,LADY LAKE,06/02/2002,1520,Thunderstorm Wind,50, ,0,0,10000,0,FL,EST,E,1136810,C,69,MLB,0,0,LAW ENFORCEMENT, , , , , , , ,LADY LAKE,28.92,-81.92,28.92,-81.92,91,,
5300785,LIBERTY CO.,SUMATRA,06/03/2002,1645,Thunderstorm Wind, , ,0,0,10000,0,FL,EST, ,1137145,C,77,TAE,0,0,LAW ENFORCEMENT, , , , , , , ,SUMATRA,30.02,-84.98,30.02,-84.98,92,,
5300860,SUWANNEE CO.,LIVE OAK,06/03/2002,1733,Thunderstorm Wind, , ,0,0,200,0,FL,EST, ,1137003,C,121,JAX,0,0,TRAINED SPOTTER, , , ,1,N,1,N,LIVE OAK,30.32,-82.98,30.32,-82.98,93,,
5300866,ALACHUA CO.,HIGH SPGS,06/03/2002,1925,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1137009,C,1,JAX,0,0,LAW ENFORCEMENT, , , , , , , ,HIGH SPGS,29.83,-82.6,29.83,-82.6,94,,
5300865,GILCHRIST CO.,COUNTYWIDE,06/03/2002,1935,Thunderstorm Wind, , ,0,0,0,0,FL,EST, ,1137008,C,41,JAX,0,0,TRAINED SPOTTER, , , , , , , ,COUNTYWIDE, , , , ,95,,
5300792,JACKSON CO.,COUNTYWIDE,06/04/2002,1530,Thunderstorm Wind, , ,0,0,115000,0,FL,EST, ,1137148,C,63,TAE,0,0,EMERGENCY MANAGER, , , , , , , ,MARIANNA,30.72,-85.22,30.78,-85.23,96,,
5300793,DIXIE CO.,NORTHWEST PORTION,06/04/2002,1630,Thunderstorm Wind, , ,0,0,2000,0,FL,EST, ,1137148,C,29,TAE,0,0,LAW ENFORCEMENT, , , , , , , ,NORTHWEST PORTION,29.7,-83.23,29.7,-83.23,97,,
5300869,COLUMBIA CO.,LAKE CITY,06/05/2002,1730,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1137012,C,23,JAX,0,0,EMERGENCY MANAGER, , , ,1,SW,1,SW,LAKE CITY,30.17,-82.65,30.17,-82.65,98,,
5298316,HILLSBOROUGH CO.,TAMPA INTL ARPT,06/05/2002,1730,Tornado, ,F0,0,0,150000,0,FL,EST, ,1136422,C,57,TBW,0,0,LAW ENFORCEMENT, ,3,100,3,NW,6,NW,TAMPA INTL ARPT,28.02,-82.57,28.05,-82.6,99,,
5298317,PINELLAS CO.,CRYSTAL BEACH,06/05/2002,1745,Tornado, ,F0,0,0,0,0,FL,EST, ,1136423,C,103,TBW,0,0,TRAINED SPOTTER, ,0.1,20,1,ENE,1,ENE,CRYSTAL BEACH,28.08,-82.78,28.08,-82.78,100,,
5300870,BAKER CO.,GLEN ST MARY,06/06/2002,1515,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1137013,C,3,JAX,0,0,UTILITY COMPANY, , , ,9,SW,9,SW,GLEN ST MARY,30.18,-82.27,30.18,-82.27,101,,
5300871,COLUMBIA CO.,LAKE CITY,06/06/2002,1515,Thunderstorm Wind, , ,0,0,1000,0,FL,EST, ,1137014,C,23,JAX,0,0,UTILITY COMPANY, , , ,8,SE,8,SE,LAKE CITY,30.1,-82.53,30.1,-82.53,102,,
5298318,PINELLAS CO.,ST PETERSBURG BEACH,06/08/2002,1440,Tornado, ,F0,0,0,500000,0,FL,EST, ,1136424,C,103,TBW,0,0,LAW ENFORCEMENT, ,1,40,1,E,1,SSE,ST PETERSBURG BEACH,27.73,-82.73,27.72,-82.75,103,,
5298413,PINELLAS CO.,TREASURE IS,06/08/2002,1455,Flood, , ,0,1,0,0,FL,EST, ,1136447,C,103,TBW,0,0,LAW ENFORCEMENT, , , , , , , ,TREASURE IS, , , , ,104,,
5298401,CHARLOTTE CO.,PUNTA GORDA,06/10/2002,1640,Tornado, ,F0,0,0,5000,0,FL,EST, ,1136426,C,15,TBW,0,0,NEWSPAPER, ,0.3,20,4,SE,4,SE,PUNTA GORDA,26.9,-82,26.9,-82,105,,
5298319,CHARLOTTE CO.,PORT CHARLOTTE,06/11/2002,1700,Tornado, ,F0,0,0,0,0,FL,EST, ,1136425,C,15,TBW,0,0,EMERGENCY MANAGER, ,1,40,5,SW,4,SW,PORT CHARLOTTE,26.92,-82.15,26.93,-82.15,106,,
